single_line_id,session_id,measurement_id,sample_id,roi_within_measurement,cag_path,cag_path_index,pulse_duration_fs,frequency_kHz,velocity_mm_s,pass_count,pulse_pitch_um,E_line_J_mm,E_line_J,power_W_or_proxy,power_source_note,pixel_size_um,z_step_um,line_scan_direction,line_scan_direction_note,measurement_orientation_theta_deg,orientation_confident,processing_date_or_batch,date_confidence,height_data_type,background_correction_status,plane_a,plane_b,plane_c,plane_rmse_um,sigma_ref_um,valid_mask_status,hatch_spacing_um,replicates,provenance_same_system,provenance_system_note,units_note,mapping_provenance,exclusion_note,geometry_qc,notes
29,zro2_120_line,29,29,single,氧化锆/120组直线.cag,29,1000,20,25,1,1.25,0.21332,0.042664,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4431161074599288,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0041464097845071,0.013576918465639,10.685487806182218,0.3128138772965114,0.2981062282627996,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
30,zro2_120_line,30,30,single,氧化锆/120组直线.cag,30,223,2,15,4,7.5,1.4221333333333335,0.28442666666666666,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.3625990412457724,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0039814399698794,0.0185316437514968,13.578962516188705,0.2372142375815317,0.2192301223772745,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
31,zro2_120_line,31,31,single,氧化锆/120组直线.cag,31,1000,20,25,5,1.25,1.0666,0.21332,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.634746305769454,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0043779050622084,0.0125184146490335,20.42671561974106,0.2846943775926769,0.2661028875256491,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
32,zro2_120_line,32,32,single,氧化锆/120组直线.cag,32,1000,20,20,4,1.0,1.0666,0.21332,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.3801721298636948,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0051966467060196,0.0232823305513969,18.642815987975546,0.305260724827331,0.2849979877280733,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
33,zro2_120_line,33,33,single,氧化锆/120组直线.cag,33,1000,5,5,1,1.0,1.0666,0.21332,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5386191875496422,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0033998965270188,0.0184605646875666,10.80835444338044,0.2659190809696135,0.2389292035618109,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
34,zro2_120_line,34,34,single,氧化锆/120组直线.cag,34,223,40,10,2,0.25,1.0666,0.21332,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5740417221501275,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0034397285864032,0.0187880796955601,10.6562240976609,0.2638937543533642,0.2500853915960291,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
35,zro2_120_line,35,35,single,氧化锆/120组直线.cag,35,223,2,20,4,10.0,1.0666,0.21332,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5159335450220226,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0023190193321319,0.0121092768620769,9.435031535991929,0.2824514496339235,0.2727502071531595,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
36,zro2_120_line,36,36,single,氧化锆/120组直线.cag,36,2000,40,15,1,0.375,0.35553333333333337,0.07110666666666667,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4493831287822445,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0027853934034761,0.0199230056193181,8.16316298817056,0.2773933272510751,0.2675599773697401,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
37,zro2_120_line,37,37,single,氧化锆/120组直线.cag,37,2000,2,10,5,5.0,2.6665,0.5333,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4771852400716625,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0030949328946523,0.0182146605005166,9.651238776237896,0.2330813045162092,0.2246319141008383,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
38,zro2_120_line,38,38,single,氧化锆/120组直线.cag,38,2000,5,10,3,2.0,1.5999,0.31998000000000004,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4933797718846051,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0031216903853944,0.0159759166311346,13.807302549124453,0.3119370137165913,0.303000932409135,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
39,zro2_120_line,39,39,single,氧化锆/120组直线.cag,39,223,10,15,5,1.5,1.7776666666666665,0.35553333333333337,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4899537282410335,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0029718124469864,0.0173604085799623,19.08092520859105,0.2594442923504753,0.2474736779778414,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
40,zro2_120_line,40,40,single,氧化锆/120组直线.cag,40,2000,40,20,2,0.5,0.5333,0.10666,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5317002139022122,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0020221359704557,0.0177023202643242,9.836954742440598,0.2812040696416952,0.2731214936020604,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
41,zro2_120_line,41,41,single,氧化锆/120组直线.cag,41,4000,10,5,3,0.5,3.1998,0.6399600000000001,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5415958481623022,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.002876006619249,0.0132179627208415,13.099678171087223,0.243326643873907,0.2293022538714129,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
42,zro2_120_line,42,42,single,氧化锆/120组直线.cag,42,4000,5,25,1,5.0,0.21332,0.042664,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.8791616606493733,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0040144652869703,0.0172102647957881,7.237331309623305,0.3271685605484264,0.311616916595699,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
43,zro2_120_line,43,43,single,氧化锆/120组直线.cag,43,4000,40,15,4,0.375,1.4221333333333335,0.28442666666666666,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.7668244116294147,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0029719327543764,0.0159494052493771,13.906828686648447,0.2495286376268111,0.2357238271834253,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
44,zro2_120_line,44,44,single,氧化锆/120组直线.cag,44,2000,40,20,1,0.5,0.26665,0.05333,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5273722546860142,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0017315117531994,0.022729349860378,6.753602561897111,0.2570132983774746,0.2448078864232959,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
45,zro2_120_line,45,45,single,氧化锆/120组直线.cag,45,2000,20,5,5,0.25,5.333,1.0666,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5508271309183215,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0013746432046626,0.0213860282991227,17.135687699125075,0.249320852750245,0.2386347748755409,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
46,zro2_120_line,46,46,single,氧化锆/120组直线.cag,46,500,5,15,3,3.0,1.0666,0.21332,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.565089937498044,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0014037284403017,0.0184470423153504,11.959140499983672,0.267084545089679,0.2674020964646907,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
47,zro2_120_line,47,47,single,氧化锆/120组直线.cag,47,500,10,20,3,2.0,0.79995,0.15999000000000002,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.590155155795884,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0020764790833105,0.0158903158018013,13.469488485127505,0.2348985797125751,0.2200019351958731,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
48,zro2_120_line,48,48,single,氧化锆/120组直线.cag,48,4000,10,5,5,0.5,5.333,1.0666,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4250356661064245,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0019843812334003,0.0147884451258101,12.781660999853418,0.2397691878527957,0.2278848973086074,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
49,zro2_120_line,49,49,single,氧化锆/120组直线.cag,49,223,2,10,4,5.0,2.1332,0.42664,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5107296199801681,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0013559768182616,0.0210868495999029,11.420905475124298,0.2768922124330796,0.2641680790787593,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
50,zro2_120_line,50,50,single,氧化锆/120组直线.cag,50,2000,5,25,4,5.0,0.85328,0.170656,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4941619750500763,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0013934129125327,0.0170407732277597,17.50222679820134,0.2309439378251757,0.2240995362382969,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
51,zro2_120_line,51,51,single,氧化锆/120组直线.cag,51,4000,10,25,1,2.5,0.21332,0.042664,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5721255687156486,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.001089418770648,0.0168868090930418,12.214597042661383,0.2357476046669542,0.2294317452650393,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
52,zro2_120_line,52,52,single,氧化锆/120组直线.cag,52,223,2,25,4,12.5,0.85328,0.170656,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4273797800558441,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0022016912664672,0.0156166574118445,12.51896100369346,0.3077402005514204,0.2977504845128329,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
53,zro2_120_line,53,53,single,氧化锆/120组直线.cag,53,4000,20,25,2,1.25,0.42664,0.085328,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5558180662300458,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.002725660701031,0.0173864168700932,16.38937240052417,0.2357346124756215,0.2249129684348773,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
54,zro2_120_line,54,54,single,氧化锆/120组直线.cag,54,223,20,15,1,0.75,0.35553333333333337,0.07110666666666667,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4678632163339955,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0039458066508533,0.0205747445191226,11.93276419102298,0.2547298100965504,0.2469662814449379,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
55,zro2_120_line,55,55,single,氧化锆/120组直线.cag,55,223,40,20,4,0.5,1.0666,0.21332,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4083169827747497,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0028310951126741,0.0182830243809686,21.66835377160582,0.2678070423226256,0.2529027933824138,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
56,zro2_120_line,56,56,single,氧化锆/120组直线.cag,56,1000,40,15,4,0.375,1.4221333333333335,0.28442666666666666,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.7284579828053666,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0021805782920526,0.0174928867799764,19.842335964664727,0.2676915387184494,0.2549298956338245,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
